DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000525,NCIH2171,NCIH2171_LUNG,H2171,688015,Male,ATCC,,,,,,CVCL_1536,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00733,1571,,lung,SCLC,,
ACH-000530,DMS114,DMS114_LUNG,,687983,Male,ATCC,,,,,,CVCL_1174,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00865,1495,,lung,SCLC,,
ACH-000559,NCIH1836,NCIH1836_LUNG,,1240182,Male,ATCC,,,,,,CVCL_1498,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),52,SIDM00770,1829,,lung,SCLC,,
ACH-000586,NCIH1876,NCIH1876_LUNG,,1330972,Male,ATCC,,,,,,CVCL_1503,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00766,91,,lung,SCLC,,
ACH-000594,DMS153,DMS153_LUNG,,,Male,ATCC,,,,,,CVCL_1175,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),44,,,,lung,SCLC,,
ACH-000610,NCIH2227,NCIH2227_LUNG,,688018,Male,ATCC,,,,,,CVCL_1542,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM00730,1220,,lung,SCLC,,
ACH-000639,NCIH211,NCIH211_LUNG,,1240189,Female,ATCC,2,-5.076358468,Suspension,RPMI + 10% FBS,90,CVCL_1529,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00704,2107,,lung,SCLC,,
ACH-000659,SCLC21H,SCLC21H_LUNG,,,Male,DSMZ,,,,,,CVCL_0024,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),46,SIDM00029,,,lung,SCLC,,
ACH-000670,SBC5,SBC5_LUNG,,713880,Male,HSRRB,,,,,,CVCL_1679,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00368,999,,lung,SCLC,,
ACH-000695,CORL47,CORL47_LUNG,,,Male,ECACC,1,-2.187672554,Suspension,RPMI + 10% FBS + 2mM Glutamine,60.3,CVCL_2415,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,,,,lung,SCLC,,
ACH-000698,DMS53,DMS53_LUNG,,907295,Male,ATCC,3,-4.251068303,,RPMI + 10% FBS,75,CVCL_1177,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM00523,580,,lung,SCLC,,
ACH-000703,DMS79,DMS79_LUNG,,753551,Male,ATCC,,,,,,CVCL_1178,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),65,SIDM00524,300,,lung,SCLC,,
ACH-000727,NCIH2066,NCIH2066_LUNG,,1330973,Female,ATCC,,,,,,CVCL_1520,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),70,SIDM00711,1073,,lung,SCLC,,
ACH-000729,NCIH1963,NCIH1963_LUNG,H1963,688010,Male,ATCC,,,,,,CVCL_1510,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),56,SIDM00760,1570,,lung,SCLC,,
ACH-000743,CORL95,CORL95_LUNG,,1297439,Male,ECACC,,,,,,CVCL_2418,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),64,SIDM00521,1769,,lung,SCLC,,
ACH-000749,DMS273,DMS273_LUNG,,687985,Female,ECACC,,,,,,CVCL_1176,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00522,1862,,lung,SCLC,,
ACH-000752,NCIH196,NCIH196_LUNG,,1240186,Male,ATCC,,,,,,CVCL_1509,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00761,1250,,lung,SCLC,,
ACH-000767,NCIH526,NCIH526_LUNG,,688025,Male,ATCC,2,-3.009066672,Suspension,RPMI + 10% FBS,77.6,CVCL_1569,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM01128,1380,,lung,SCLC,,
ACH-000780,NCIH1105,NCIH1105_LUNG,,908468,Male,ATCC,,,,,,CVCL_1455,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),73,SIDM00652,128,,lung,SCLC,,
ACH-000790,SHP77,SHP77_LUNG,,724872,Male,ATCC,2,-3.470274279,Mixed adherent and suspension,RPMI + 10% FBS,89.4,CVCL_1693,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM01078,1479,,lung,SCLC,,
ACH-000800,NCIH446,NCIH446_LUNG,,688023,Male,ATCC,2,-2.955700487,Mixed adherent and suspension,RPMI + 10% FBS,82.8,CVCL_1562,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00965,1222,,lung,SCLC,,
ACH-000803,COLO668,COLO668_LUNG,,910692,Female,ECACC,,,,,,CVCL_1128,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),47,SIDM00143,1072,,lung,SCLC,,
ACH-000816,NCIH524,NCIH524_LUNG,,908483,Male,ATCC,,,,,,CVCL_1568,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01129,2147,,lung,SCLC,,
ACH-000830,NCIH1436,NCIH1436_LUNG,,908469,Male,ATCC,,,,,,CVCL_1471,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),39,SIDM00697,2120,,lung,SCLC,,
ACH-000844,DMS454,DMS454_LUNG,,,Male,ECACC,,,,,,CVCL_2438,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),,,,,lung,SCLC,,
ACH-000866,NCIH1048,NCIH1048_LUNG,,687995,Female,ATCC,2,-5.184447267,Adherent,RPMI + 10% FBS + 5ml Insulin-Transferrin-Selenium,89.3,CVCL_1453,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00654,1875,,lung,SCLC,,
ACH-000870,NCIH1930,NCIH1930_LUNG,,,Male,ATCC,,,,,,CVCL_1507,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),41,,,,lung,SCLC,,
ACH-000871,NCIH510,NCIH510_LUNG,,753605,Male,ATCC,,,,,,CVCL_1565,autonomic_ganglia,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),56,SIDM00927,919,,lung,SCLC,,
ACH-000890,SW1271,SW1271_LUNG,,1299062,Male,ATCC,2,-2.98686567,Adherent,RPMI + 10% FBS,75,CVCL_1716,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,2037,,lung,SCLC,,
ACH-000912,NCIH2286,NCIH2286_LUNG,,,Female,ATCC,2,-4.860292889,,DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium,75.6,CVCL_1545,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),57,SIDM00017,,,lung,SCLC,,
ACH-000921,NCIH1339,NCIH1339_LUNG,,,Female,ATCC,2,-4.708673864,Adherent,RPMI + 20% FBS,92.8,CVCL_A472,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),49,,,,lung,SCLC,,
ACH-001047,CORL51,CORL51_LUNG,,,Male,,,,,,,CVCL_2416,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),71,,,,lung,SCLC,,
ACH-001049,CPCN,CPCN_LUNG,CPC-N,753547,Male,ATCC,,,,,,CVCL_1146,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00953,292,,lung,SCLC,,
ACH-001136,NCIH187,NCIH187_LUNG,H187,688007,Male,ATCC,,,,,,CVCL_1501,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00767,1323,,lung,SCLC,,
ACH-001138,NCIH2141,NCIH2141_LUNG,H2141,688014,Male,ATCC,,,,,,CVCL_1534,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),58,SIDM00699,1537,,lung,SCLC,,
ACH-001364,NCIH345,NCIH345_LUNG,H345,688021,Male,ATCC,,,,,,CVCL_1558,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),64,SIDM00719,1615,,lung,SCLC,,
ACH-001365,NCIH847,NCIH847_LUNG,H847,1240193,Male,ATCC,,,,,,CVCL_1596,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01149,630,,lung,SCLC,,
ACH-001386,SCLC22H,SCLC22H_LUNG,,,Male,DSMZ,2,-3.998364648,Suspension,DMEM + 10-20% FBS,75.5,CVCL_2186,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),46,SIDM00028,,,lung,SCLC,,
ACH-001549,LU135,LU135_LUNG,,713899,Male,JCRB,2,-4.230912097,Suspension,RPMI 1640 + 10% FBS,96.2,CVCL_1389,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM00294,207,,lung,SCLC,,
ACH-001591,NCIH1417,NCIH1417_LUNG,H1417,688001,Female,ATCC,,,,,,CVCL_1469,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00642,423,,lung,SCLC,,
ACH-001599,NCIH64,NCIH64_LUNG,H64,688026,Female,ATCC,,,,,,CVCL_1573,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),48,SIDM01126,1371,,lung,SCLC,,
ACH-001958,MS1,MS1_LUNG,"MS-1-L, MS1,  Ms1",,Unknown,Sanger,,,,,,CVCL_1429,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00245,,,lung,SCLC,,
ACH-002051,LU134A,LU134A_LUNG,,,Male,RIKEN,,,,,,CVCL_1387,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),80,SIDM00296,,,lung,SCLC,,
ACH-002052,LU139,LU139_LUNG,,,Male,RIKEN,,,,,,CVCL_1390,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00293,,,lung,SCLC,,
ACH-002077,LU165,LU165_LUNG,,,Male,RIKEN,,,,,,CVCL_1391,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00292,,,lung,SCLC,,
ACH-002095,CORL303,CORL303_LUNG,,1297438,Unknown,Sanger,,,,,,CVCL_2411,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00510,1942,,lung,SCLC,,
ACH-002144,ISTSL1,ISTSL1_LUNG,,753564,Unknown,Sanger,,,,,,CVCL_1313,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00223,1194,,lung,SCLC,,
ACH-002145,ISTSL2,ISTSL2_LUNG,,753565,Unknown,Sanger,,,,,,CVCL_1314,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00230,450,,lung,SCLC,,
ACH-002154,LB647SCLC,LB647SCLC_LUNG,,753582,Unknown,Sanger,,,,,,CVCL_1368,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00183,1365,,lung,SCLC,,
ACH-002169,NCIH1304,NCIH1304_LUNG,,753599,Unknown,Sanger,,,,,,CVCL_1462,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00648,775,,lung,SCLC,,
ACH-002170,NCIH1688,NCIH1688_LUNG,,1298349,Male,ATCC,,,,,,CVCL_1487,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00792,348,,lung,SCLC,,
ACH-002171,NCIH250,NCIH250_LUNG,,924241,Unknown,Sanger,,,,,,CVCL_1554,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00721,208,,lung,SCLC,,
ACH-002173,NCIH378,NCIH378_LUNG,,688022,Unknown,Sanger,,,,,,CVCL_1560,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00915,625,,lung,SCLC,,
ACH-002175,NCIH740,NCIH740_LUNG,,1331055,Male,ATCC,,,,,,CVCL_1586,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01118,925,,lung,SCLC,,
ACH-002176,NCIH748,NCIH748_LUNG,,909194,Unknown,Sanger,,,,,,CVCL_1588,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM01117,1085,,lung,SCLC,,
ACH-002193,RERFLCFM,RERFLCFM_LUNG,,930081,Unknown,Sanger,,,,,,CVCL_1653,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00357,287,,lung,SCLC,,
ACH-002196,SBC1,SBC1_LUNG,,713885,Unknown,Sanger,,,,,,CVCL_1676,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00365,27,,lung,SCLC,,
ACH-002197,SBC3,SBC3_LUNG,,753610,Unknown,Sanger,,,,,,CVCL_1678,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00367,1765,,lung,SCLC,,
ACH-002286,NCIH128,NCIH128_LUNG,,753597,Unknown,Sanger,,,,,,CVCL_1460,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00650,1234,,lung,SCLC,,
ACH-000079,TE125T,TE125T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_1740,fibroblast,,Fibroblast,Soft tissue,1,,,,fibroblast,fibroblast_soft_tissue,,
ACH-000133,HS729,HS729_SOFT_TISSUE,,,Male,ATCC,2,-4.426444421,Adherent,DMEM + 5% FBS,72,CVCL_0871,fibroblast,Primary,Fibroblast,Soft tissue,74,,,,fibroblast,fibroblast_soft_tissue,,
ACH-000175,TE159T,TE159T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_1743,fibroblast,,Fibroblast,Soft tissue,6,,,,fibroblast,fibroblast_soft_tissue,,
ACH-001767,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,,Unknown,,,,,,,,fibroblast,,Fibroblast,Soft tissue,,,,,fibroblast,fibroblast_soft_tissue,alveolar,
ACH-000347,QGP1,QGP1_PANCREAS,,1298534,Male,HSRRB,0,-0.590327292,Adherent,RPMI + 10% FBS,50.2,CVCL_3143,pancreas,Primary,Pancreatic Cancer,Somatostatinoma,61,SIDM00360,469,,pancreas,endocrine,somatostatinoma,
ACH-000163,SW579,SW579_THYROID,,,Male,ATCC,2,-4.24510401,Adherent,DMEM + 10% FBS,52.5,CVCL_3603,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,59,SIDM01167,,,thyroid,thyroid_squamous,,
ACH-000181,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709,Male,ATCC,,,,,,CVCL_1685,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,25,SIDM01080,2054,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000188,SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,,910701,Male,ATCC,2,-3.551652156,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,90.7,CVCL_1682,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,70,SIDM01082,1419,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000254,SCC15,SCC15_UPPER_AERODIGESTIVE_TRACT,,910911,Male,ATCC,,,,,,CVCL_1681,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,55,SIDM01083,2053,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000305,ECGI10,ECGI10_OESOPHAGUS,,753555,Male,RIKEN,2,-5.183063909,,RPMI + 10% FBS,92.9,CVCL_1187,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,65,SIDM00278,2138,,esophagus,esophagus_squamous,,
ACH-000318,TE10,TE10_OESOPHAGUS,,753622,Male,RIKEN,2,-3.471540213,,DMEM + 10% FBS,90.1,CVCL_1760,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00349,1561,,esophagus,esophagus_squamous,,
ACH-000353,TE15,TE15_OESOPHAGUS,,753614,Female,RIKEN,0,-0.578086978,,,,CVCL_1763,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00249,575,,esophagus,esophagus_squamous,,
ACH-000408,TE5,TE5_OESOPHAGUS,,735784,Female,RIKEN,2,-2.516307207,,RPMI + 10% FBS,64.1,CVCL_1764,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,73,SIDM00347,576,,esophagus,esophagus_squamous,,
ACH-000452,TE8,TE8_OESOPHAGUS,,753623,Male,RIKEN,2,-5.568964953,,RPMI + 10% FBS,71.5,CVCL_1766,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00326,2253,,esophagus,esophagus_squamous,,
ACH-000472,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,,753562,Male,HSRRB,2,-5.380784004,,EMEM + 10% FBS,82.9,CVCL_1287,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,69,SIDM00590,944,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000488,TE11,TE11_OESOPHAGUS,,946354,Male,RIKEN,2,-4.859440458,,RPMI + 10% FBS,94.9,CVCL_1761,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM00348,2073,,esophagus,esophagus_squamous,,
ACH-000544,OE21,OE21_OESOPHAGUS,,1298359,Male,HPACC,2,-3.993280183,Adherent,RPMI + 10% FBS,84.6,CVCL_2661,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74,SIDM00478,2152,,esophagus,esophagus_squamous,,
ACH-000546,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062,Male,HSRRB,,,,,,CVCL_1289,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64,SIDM00588,99,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000561,TDOTT,TT_OESOPHAGUS,,1299064,Male,HSRRB,,,,,,CVCL_3174,bone,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00322,544,,esophagus,esophagus_squamous,,
ACH-000605,TE6,TE6_OESOPHAGUS,,946355,Male,RIKEN,2,-3.13779556,Adherent,RPMI + 10% FBS,60,CVCL_1765,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,1642,,esophagus,esophagus_squamous,,
ACH-000637,KYSE520,KYSE520_OESOPHAGUS,,753575,Female,DSMZ,1,-3.087818404,Adherent,RPMI + 10% FBS,93.8,CVCL_1355,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM01025,894,,esophagus,esophagus_squamous,,
ACH-000647,TE1,TE1_OESOPHAGUS,,753621,Male,JCRB,2,-4.836485589,,RPMI + 10% FBS,91.5,CVCL_1759,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00369,1493,,esophagus,esophagus_squamous,,
ACH-000679,OE19,OE19_OESOPHAGUS,,910079,Male,HPACC,,,,,,CVCL_1622,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,72,SIDM00479,1664,,esophagus,esophagus_squamous,laryngeal,
ACH-000682,SNU1066,SNU1066_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-4.553417963,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,85.2,CVCL_5005,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,62,SIDM00170,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000693,KYSE180,KYSE180_OESOPHAGUS,,907318,Male,DSMZ,2,-5.414419742,Adherent,RPMI + 10% FBS,67.9,CVCL_1349,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,53,SIDM01030,599,,esophagus,esophagus_squamous,,
ACH-000694,TE9,TE9_OESOPHAGUS,,946353,Male,RIKEN,2,-4.735132693,Adherent,RPMI + 10% FBS,91.3,CVCL_1767,pleural_effusion,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00325,1312,,esophagus,esophagus_squamous,,
ACH-000717,COLO680N,COLO680N_OESOPHAGUS,,906817,Female,DSMZ,,,,,,CVCL_1131,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,57,SIDM00956,1469,,esophagus,esophagus_squamous,,
ACH-000726,TE14,TE14_OESOPHAGUS,,,Male,RIKEN,,,,,,CVCL_3336,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,,,,esophagus,esophagus_squamous,,
ACH-000762,YD38,YD38_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-3.421062483,,RPMI + 10% FBS,83.9,CVCL_L083,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,67,,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000777,KYSE30,KYSE30_OESOPHAGUS,,,Male,DSMZ,2,-3.851304217,Adherent,RPMI:F12 (1:1) + 20% FBS,89,CVCL_1351,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,64,SIDM00015,,,esophagus,esophagus_squamous,,
ACH-000778,HSC3,HSC3_UPPER_AERODIGESTIVE_TRACT,,907061,Male,HSRRB,2,-2.800922926,,EMEM + 10% FBS,79.8,CVCL_1288,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64,SIDM00589,648,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000784,KYSE70,KYSE70_OESOPHAGUS,,753576,Male,DSMZ,2,-5.230658721,,RPMI + 10% FBS,86.4,CVCL_1356,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,77,SIDM01024,2219,,esophagus,esophagus_squamous,,
ACH-000809,KYSE410,KYSE410_OESOPHAGUS,,753574,Male,DSMZ,2,-4.254809444,Adherent,RPMI + 10% FBS,91.3,CVCL_1352,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,51,SIDM01028,952,,esophagus,esophagus_squamous,,
ACH-000823,KYSE140,KYSE140_OESOPHAGUS,,753573,Male,DSMZ,2,-4.754145179,Adherent,RPMI + 10% FBS,93,CVCL_1347,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,54,SIDM01032,951,,esophagus,esophagus_squamous,,
ACH-000824,KYSE510,KYSE510_OESOPHAGUS,,907321,Female,DSMZ,2,-3.447303457,,RPMI + 10% FBS,94,CVCL_1354,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,67,SIDM01026,893,,esophagus,esophagus_squamous,,
ACH-000832,CAL27,CAL27_UPPER_AERODIGESTIVE_TRACT,,910916,Male,ATCC,1,-3.428613005,Adherent,DMEM + 10% FBS,85.7,CVCL_1107,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00937,1911,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000839,SCABER,SCABER_URINARY_TRACT,,,Male,ATCC,2,-3.243999581,Adherent,EMEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,54,CVCL_3599,urinary_tract,Primary,Bladder Cancer,Squamous Cell Carcinoma,58,SIDM00032,,,urinary_tract,bladder_carcinoma,bladder_squamous,
ACH-000846,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863,Male,ATCC,2,-3.050709572,Adherent,EMEM + 10% FBS,92.5,CVCL_1218,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00860,1170,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000855,KYSE150,KYSE150_OESOPHAGUS,,907317,Female,DSMZ,2,-3.331542269,Adherent,RPMI:F12 (1:1) + 10% FBS,86.4,CVCL_1348,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,49,SIDM01031,407,,esophagus,esophagus_squamous,,
ACH-000865,KYSE450,KYSE450_OESOPHAGUS,,907320,Male,DSMZ,2,-4.860007892,Adherent,RPMI:F12 (1:1) + 10% FBS,75.3,CVCL_1353,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,59,SIDM01027,60,,esophagus,esophagus_squamous,,
ACH-000873,KYSE270,KYSE270_OESOPHAGUS,,907319,Male,DSMZ,2,-2.657699547,Adherent,RPMI:F12 (1:1) + 10% FBS,85,CVCL_1350,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,79,SIDM01029,1518,,esophagus,esophagus_squamous,,
ACH-000917,TE4,TE4_OESOPHAGUS,,1503371,Female,RIKEN,2,-3.828404469,,RPMI + 10% FBS,63.8,CVCL_3337,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00250,382,,esophagus,esophagus_squamous,,
ACH-000992,BICR18,BICR18_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,,,,,,CVCL_2309,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,,,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001321,TT,TT_THYROID,,,Female,ATCC,,,,,,CVCL_1774,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,77,SIDM00484,,,thyroid,thyroid_squamous,,
ACH-001328,A431,A431_SKIN,,910925,Female,ATCC,2,-4.266490045,Adherent,DMEM + 10% FBS,86.5,CVCL_0037,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,85,SIDM00995,97,,skin,skin_squamous,,
ACH-001336,CASKI,CASKI_CERVIX,,906824,Female,ATCC,3,-4.212755687,Adherent,RPMI 1640 + 10% FBS,69.1,CVCL_1100,small_intestine,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,40,SIDM00923,1767,,cervix,cervical_squamous,,
ACH-001359,ME180,ME180_CERVIX,,687514,Female,ATCC,,,,,,CVCL_1401,abdomen,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,66,SIDM00627,1040,,cervix,cervical_squamous,,
ACH-001360,MS751,MS751_CERVIX,,1240179,Female,ATCC,,,,,,CVCL_4996,lymph_node,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,47,SIDM00638,386,,cervix,cervical_squamous,,
ACH-001385,RPMI2650,RPMI2650_UPPER_AERODIGESTIVE_TRACT,,909700,Male,ATCC,,,,,,CVCL_1664,pleural_effusion,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,52,SIDM00809,1163,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001400,SW954,SW954_CERVIX,,924247,Female,ATCC,,,,,,CVCL_1732,cervix,Primary,Cervical Cancer,Squamous Cell Carcinoma,86,SIDM01157,1182,,cervix,cervical_squamous,,
ACH-001402,SW756,SW756_CERVIX,,724839,Female,ATCC,2,-3.690125333,Adherent,L-15 + 10% FBS,90.7,CVCL_1727,cervix,Primary,Cervical Cancer,Squamous Cell Carcinoma,46,SIDM01174,1984,,cervix,cervical_squamous,,
